Lab,Site ,Year,Sample,Lat. ,Long. ,LBC 1,LBCeq,pH 2,Ca,K,Mg,Mn,P,Zn
51861,ROME ,2021,"0-4, Site 1",34.3306,-85.1444,455,1320,5.62,1644,349.7,192.3,93.1,69.3,4.05
51862,ROME ,2021,"0-4, Site 2",34.3302,-85.1439,576,1670,5.55,2076,279.5,224.9,107.9,127.2,10.20
51863,ROME ,2021,"0-4, Site 3",34.3298,-85.1434,533,1546,5.78,2165,316.9,339.0,118.2,76.2,6.71
51864,ROME ,2021,"0-4, Site 4",34.3294,-85.14296,572,1659,5.35,1795,209.5,240.3,112.3,125.5,11.92
51865,ROME ,2021,"0-4, Site 5",34.3291,-85.1424,538,1560,5.54,2041,154.3,269.6,116.6,163.3,13.17
51866,ROME ,2021,"0-4, Site 6",34.3287,-85.14189,491,1424,5.49,1878,82.3,180.9,107.9,182.6,14.15
51867,ROME ,2021,"0-4, Site 7",34.3283,-85.14139,576,1670,5.37,1937,113.4,188.3,127.8,150.9,15.79
51868,ROME ,2021,"0-4, Site 8",34.3279,-85.1409,601,1743,5.32,1929,141.6,172.5,115.6,191.6,19.36
51869,ROME ,2021,"0-4, Site 9",34.3275,-85.1405,593,1720,5.20,1690,117.0,182.6,134.5,165.5,17.12
51870,ROME ,2021,"0-4, Site 10",34.3271,-85.1399,527,1528,5.22,1378,329.2,169.2,130.7,137.5,8.25
51871,ROME ,2021,"0-4, Site 11",34.331,-85.1439,478,1386,5.32,1565,171.4,166.8,115.6,147.3,13.46
51872,ROME ,2021,"0-4, Site 12",34.3306,-85.1434,587,1702,5.22,1872,170.1,188.0,137.3,139.6,13.93
51873,ROME ,2021,"0-4, Site 13",34.3302,-85.1429,636,1844,5.15,1822,197.6,208.5,136.1,144.5,13.72
51874,ROME ,2021,"0-4, Site 14",34.32988,-85.1424,449,1302,5.36,1383,172.0,148.6,91.3,128.6,11.53
51875,ROME ,2021,"0-4, Site 15",34.3295,-85.1419,515,1494,5.36,1433,256.7,170.4,87.2,164.5,13.51
51876,ROME ,2021,"0-4, Site 16",34.329,-85.1415,505,1465,5.18,1326,99.7,129.2,102.7,167.1,14.77
51877,ROME ,2021,"0-4, Site 17",34.3286,-85.1409,467,1354,4.95,964,155.2,94.1,104.1,190.1,18.39
51878,ROME ,2021,"0-4, Site 18",34.3283,-85.1404,554,1607,5.20,1838,147.2,170.7,140.8,198.3,20.70
51879,ROME ,2021,"0-4, Site 19",34.3279,-85.14,648,1879,5.01,1543,150.8,159.1,151.1,215.1,26.07
51880,ROME ,2021,"0-4, Site 20",34.3275,-85.1395,683,1981,5.05,1831,133.9,190.0,152.1,160.5,22.13
51881,ROME ,2021,"0-4, Site 21",34.3315,-85.1435,454,1317,5.46,1467,272.7,160.4,114.3,155.8,12.12
51882,ROME ,2021,"0-4, Site 22",34.3311,-85.14299,534,1549,5.73,2128,306.9,271.8,88.8,132.9,7.08
51883,ROME ,2021,"0-4, Site 23",34.3307,-85.1424,545,1581,5.51,1617,264.8,170.4,126.4,115.7,9.05
51884,ROME ,2021,"0-4, Site 24",34.3302,-85.1419,505,1465,5.44,1721,143.8,196.5,108.3,112.0,10.31
51885,ROME ,2021,"0-4, Site 25",34.3298,-85.1415,563,1633,5.54,2071,158.4,247.6,138.6,128.9,12.97
51886,ROME ,2021,"0-4, Site 26",34.3294,-85.1409,585,1697,5.41,1702,212.4,197.8,130.5,129.6,11.65
51887,ROME ,2021,"0-4, Site 27",34.3291,-85.1405,547,1586,5.50,1832,217.3,204.8,150.5,119.7,11.27
51888,ROME ,2021,"0-4, Site 28",34.3287,-85.1399,459,1331,5.53,1756,149.9,183.9,104.0,139.7,11.20
51889,ROME ,2021,"0-4, Site 29",34.3283,-85.1394,568,1647,5.32,1921,140.0,166.8,130.9,224.9,20.39
51890,ROME ,2021,"0-4, Site 30",34.3279,-85.139,703,2039,5.36,2450,130.3,248.2,154.5,167.2,19.69
51891,ROME ,2021,"0-4, Site 31",34.33187,-85.143,453,1314,5.49,1420,316.9,172.4,100.3,148.3,10.23
51892,ROME ,2021,"0-4, Site 32",34.3314,-85.14248,488,1415,5.25,1273,193.7,152.5,109.5,187.9,15.99
51893,ROME ,2021,"0-4, Site 33",34.331,-85.142,452,1311,5.52,1682,129.6,182.9,116.5,146.9,12.50
51894,ROME ,2021,"0-4, Site 34",34.3307,-85.1415,532,1543,5.38,1666,130.8,199.2,134.4,191.0,15.98
51895,ROME ,2021,"0-4, Site 35",34.3303,-85.1409,448,1299,5.37,1318,145.9,150.0,114.4,151.2,12.98
51896,ROME ,2021,"0-4, Site 36",34.3299,-85.1405,476,1380,5.50,1549,148.7,190.1,122.4,134.6,13.19
51897,ROME ,2021,"0-4, Site 37",34.3295,-85.1399,505,1465,5.62,1878,187.3,234.9,123.8,164.2,14.27
51898,ROME ,2021,"0-4, Site 38",34.3291,-85.1394,538,1560,5.48,1910,137.0,213.9,120.9,170.9,14.77
51899,ROME ,2021,"0-4, Site 39",34.3287,-85.139,621,1801,5.45,2124,156.1,221.0,125.1,216.4,18.97
51900,ROME ,2021,"0-4, Site 40",34.3283,-85.1385,705,2045,5.55,2764,123.8,262.7,144.4,203.0,21.09
51901,ROME ,2021,"0-4, Site 41",34.3279,-85.138,617,1789,5.67,2480,408.4,297.4,116.1,130.2,8.82
51902,ROME ,2021,"0-4, Site 42",34.3322,-85.1425,410,1189,5.84,1680,210.1,227.5,90.1,107.1,4.56
51903,ROME ,2021,"0-4, Site 43",34.3319,-85.142,421,1221,5.80,1806,156.2,216.6,93.1,187.5,12.63
51904,ROME ,2021,"0-4, Site 44",34.3314,-85.1415,477,1383,5.53,1648,128.6,201.3,117.9,214.7,15.30
51905,ROME ,2021,"0-4, Site 45",34.33109,-85.141,418,1212,5.63,1638,100.3,201.2,88.0,259.6,18.52
51906,ROME ,2021,"0-4, Site 46",34.3307,-85.1405,572,1659,5.37,1735,144.6,203.0,144.8,275.5,23.28
51907,ROME ,2021,"0-4, Site 47",34.3303,-85.14,606,1757,5.66,2396,291.4,299.3,109.8,227.8,15.14
51908,ROME ,2021,"0-4, Site 48",34.3299,-85.1395,535,1552,5.84,2347,176.3,311.9,124.9,219.9,16.76
51909,ROME ,2021,"0-4, Site 49",34.3295,-85.139,537,1557,5.63,2179,146.4,261.5,111.9,185.3,15.43
51910,ROME ,2021,"0-4, Site 50",34.3291,-85.1385,586,1699,5.87,2810,193.2,370.8,128.8,221.7,16.36
51911,ROME ,2021,"0-4, Site 51",34.3287,-85.138,666,1931,5.62,2712,292.1,315.6,129.0,203.6,17.20
51912,ROME ,2021,"0-4, Site 52",34.3284,-85.1375,610,1769,5.54,2295,433.7,278.1,122.5,121.4,7.69
52140,ROME ,2021,"4-8, Site 1",34.3306,-85.1444,330,957,6.00,1584,127.8,187.3,58.0,38.0,1.91
52141,ROME ,2021,"4-8, Site 2",34.3302,-85.1439,412,1195,5.97,1976,145.5,206.4,83.1,42.4,2.48
52142,ROME ,2021,"4-8, Site 3",34.3298,-85.1434,413,1198,6.03,1769,164.0,268.9,59.1,18.0,1.47
52143,ROME ,2021,"4-8, Site 4",34.3294,-85.14296,419,1215,5.66,1478,171.7,189.6,73.1,36.7,2.13
52144,ROME ,2021,"4-8, Site 5",34.3291,-85.1424,379,1099,5.86,1612,93.1,203.8,82.1,58.2,3.58
52145,ROME ,2021,"4-8, Site 6",34.3287,-85.14189,309,896,6.03,1381,38.6,127.1,55.1,33.6,1.90
52146,ROME ,2021,"4-8, Site 7",34.3283,-85.14139,400,1160,5.94,1835,58.8,157.8,84.1,42.1,3.11
52147,ROME ,2021,"4-8, Site 8",34.3279,-85.1409,406,1177,5.85,1946,75.9,163.5,81.3,52.7,3.13
52148,ROME ,2021,"4-8, Site 9",34.3275,-85.1405,399,1157,5.77,1740,65.7,160.5,81.4,66.5,5.20
52149,ROME ,2021,"4-8, Site 10",34.3271,-85.1399,373,1082,5.73,1498,279.9,173.9,81.0,84.9,3.74
52150,ROME ,2021,"4-8, Site 11",34.331,-85.1439,315,914,5.97,1388,86.8,140.1,61.0,41.2,2.36
52151,ROME ,2021,"4-8, Site 12",34.3306,-85.1434,412,1195,5.90,1830,94.2,179.8,82.9,38.1,2.38
52152,ROME ,2021,"4-8, Site 13",34.3302,-85.1429,489,1418,5.56,1745,147.4,182.9,85.9,76.4,5.19
52153,ROME ,2021,"4-8, Site 14",34.32988,-85.1424,279,809,5.91,1146,98.2,131.6,46.5,27.7,1.57
52154,ROME ,2021,"4-8, Site 15",34.3295,-85.1419,356,1032,5.76,1243,233.1,150.2,73.3,56.5,3.10
52155,ROME ,2021,"4-8, Site 16",34.329,-85.1415,313,908,5.78,1320,59.2,119.3,67.5,61.5,3.97
52156,ROME ,2021,"4-8, Site 17",34.3286,-85.1409,277,803,5.65,1006,96.5,89.0,53.7,74.1,3.98
52157,ROME ,2021,"4-8, Site 18",34.3283,-85.1404,406,1177,5.84,1703,91.0,147.5,87.2,68.0,5.73
52158,ROME ,2021,"4-8, Site 19",34.3279,-85.14,400,1160,5.67,1627,83.5,144.4,76.5,55.0,4.12
52159,ROME ,2021,"4-8, Site 20",34.3275,-85.1395,550,1595,5.31,1826,104.8,181.3,118.6,103.0,13.66
52160,ROME ,2021,"4-8, Site 21",34.3315,-85.1435,307,890,6.05,1301,193.3,162.0,72.9,82.9,4.05
52161,ROME ,2021,"4-8, Site 22",34.3311,-85.14299,398,1154,6.25,1911,188.2,252.7,60.2,62.9,2.16
52162,ROME ,2021,"4-8, Site 23",34.3307,-85.1424,373,1082,6.16,1593,193.6,168.1,86.2,52.1,2.59
52163,ROME ,2021,"4-8, Site 24",34.3302,-85.1419,351,1018,6.15,1620,109.1,174.4,71.8,37.7,2.09
52164,ROME ,2021,"4-8, Site 25",34.3298,-85.1415,411,1192,6.13,1825,98.8,196.8,86.9,40.8,3.25
52165,ROME ,2021,"4-8, Site 26",34.3294,-85.1409,377,1093,6.02,1533,135.7,171.1,77.7,32.3,2.03
52166,ROME ,2021,"4-8, Site 27",34.3291,-85.1405,387,1122,6.02,1593,131.0,178.1,86.1,51.3,2.90
52167,ROME ,2021,"4-8, Site 28",34.3287,-85.1399,317,919,6.08,1420,105.2,153.8,57.1,35.0,1.83
52168,ROME ,2021,"4-8, Site 29",34.3283,-85.1394,359,1041,5.99,1622,68.9,137.7,71.5,81.6,4.27
52169,ROME ,2021,"4-8, Site 30",34.3279,-85.139,482,1398,6.01,2270,59.3,230.7,85.1,39.0,3.26
52170,ROME ,2021,"4-8, Site 31",34.33187,-85.143,315,914,6.08,1316,227.8,152.3,64.8,84.4,2.61
52171,ROME ,2021,"4-8, Site 32",34.3314,-85.14248,361,1047,5.70,1249,146.2,133.0,84.0,115.2,8.15
52172,ROME ,2021,"4-8, Site 33",34.331,-85.142,299,867,6.14,1399,60.0,147.8,71.2,53.3,2.99
52173,ROME ,2021,"4-8, Site 34",34.3307,-85.1415,372,1079,5.91,1467,66.4,155.3,84.0,92.4,4.72
52174,ROME ,2021,"4-8, Site 35",34.3303,-85.1409,315,914,5.97,1254,96.3,140.9,64.1,67.8,3.45
52175,ROME ,2021,"4-8, Site 36",34.3299,-85.1405,331,960,6.06,1449,84.9,168.4,77.4,75.8,4.89
52176,ROME ,2021,"4-8, Site 37",34.3295,-85.1399,359,1041,6.10,1457,118.0,187.7,81.6,69.4,3.20
52177,ROME ,2021,"4-8, Site 38",34.3291,-85.1394,360,1044,6.01,1517,58.3,163.8,75.1,51.0,2.80
52178,ROME ,2021,"4-8, Site 39",34.3287,-85.139,433,1256,5.99,1827,75.1,192.2,86.9,87.1,4.92
52179,ROME ,2021,"4-8, Site 40",34.3283,-85.1385,503,1459,6.17,2456,62.1,220.7,90.0,67.4,4.66
52180,ROME ,2021,"4-8, Site 41",34.3279,-85.138,477,1383,6.14,2215,304.1,252.1,76.6,62.9,2.92
52181,ROME ,2021,"4-8, Site 42",34.3322,-85.1425,311,902,6.43,1365,166.9,201.2,59.0,54.7,1.99
52182,ROME ,2021,"4-8, Site 43",34.3319,-85.142,306,887,6.34,1293,83.5,176.7,61.0,61.8,3.37
52183,ROME ,2021,"4-8, Site 44",34.3314,-85.1415,306,887,6.13,1367,63.8,176.5,66.7,116.6,4.16
52184,ROME ,2021,"4-8, Site 45",34.33109,-85.141,250,725,6.15,1111,46.2,148.5,52.5,111.0,4.36
52185,ROME ,2021,"4-8, Site 46",34.3307,-85.1405,356,1032,6.06,1671,60.9,185.4,85.2,174.3,9.18
52186,ROME ,2021,"4-8, Site 47",34.3303,-85.14,441,1279,6.14,1900,184.0,241.6,85.1,90.1,5.22
52187,ROME ,2021,"4-8, Site 48",34.3299,-85.1395,396,1148,6.18,1731,104.4,221.4,82.8,79.3,3.83
52188,ROME ,2021,"4-8, Site 49",34.3295,-85.139,382,1108,6.14,1731,70.6,204.9,79.3,51.5,3.06
52189,ROME ,2021,"4-8, Site 50",34.3291,-85.1385,451,1308,6.22,2086,123.6,283.3,87.1,71.9,3.48
52190,ROME ,2021,"4-8, Site 51",34.3287,-85.138,520,1508,6.10,2467,168.6,277.3,109.9,77.1,5.49
52191,ROME ,2021,"4-8, Site 52",34.3284,-85.1375,454,1317,6.03,2181,370.3,243.3,81.9,60.8,2.78
52192,ROME ,2021,"A, Site 1",34.3306,-85.1444,483,1401,5.52,1563,367.5,178.0,120.8,81.1,4.96
52193,ROME ,2021,"A, Site 2",34.3302,-85.1439,645,1871,5.41,1955,182.9,231.3,125.9,108.0,9.26
52194,ROME ,2021,"A, Site 3",34.3298,-85.1434,589,1708,5.87,2345,314.0,390.5,108.2,113.9,7.30
52195,ROME ,2021,"A, Site 4",34.3294,-85.14296,550,1595,5.44,1756,410.0,230.8,121.2,181.0,13.64
52196,ROME ,2021,"A, Site 5",34.3291,-85.1424,510,1479,5.54,1689,101.1,205.1,97.6,113.9,10.13
52197,ROME ,2021,"A, Site 6",34.3287,-85.14189,456,1322,5.58,1583,77.2,137.8,106.5,140.6,10.17
52198,ROME ,2021,"A, Site 7",34.3283,-85.14139,533,1546,5.36,1403,309.0,167.9,103.3,143.6,9.95
52199,ROME ,2021,"A, Site 8",34.3279,-85.1409,652,1891,4.99,1364,202.9,129.4,132.1,178.4,17.45
52200,ROME ,2021,"A, Site 9",34.3275,-85.1405,524,1520,5.60,1892,88.0,231.2,115.2,180.7,14.81
52201,ROME ,2021,"A, Site 10",34.3271,-85.1399,502,1456,5.04,965,462.5,118.7,126.0,167.1,9.12
52202,ROME ,2021,"A, Site 11",34.331,-85.1439,476,1380,5.11,1141,117.1,126.7,114.3,85.9,8.13
52203,ROME ,2021,"A, Site 12",34.3306,-85.1434,577,1673,5.20,1577,259.8,163.3,120.3,142.9,13.06
52204,ROME ,2021,"A, Site 13",34.3302,-85.1429,534,1549,5.53,1976,143.2,203.9,101.2,125.7,10.47
52205,ROME ,2021,"A, Site 14",34.32988,-85.1424,477,1383,5.12,1199,243.7,141.6,91.3,175.7,13.71
52206,ROME ,2021,"A, Site 15",34.3295,-85.1419,520,1508,5.08,1103,304.3,134.6,102.1,204.9,13.80
52207,ROME ,2021,"A, Site 16",34.329,-85.1415,503,1459,5.14,1184,282.2,138.7,103.6,205.1,14.93
52208,ROME ,2021,"A, Site 17",34.3286,-85.1409,388,1125,5.45,1338,141.5,131.6,85.0,198.2,16.93
52209,ROME ,2021,"A, Site 18",34.3283,-85.1404,566,1641,5.27,1557,93.0,136.1,130.8,193.3,18.13
52210,ROME ,2021,"A, Site 19",34.3279,-85.14,537,1557,5.27,1615,83.4,180.4,116.6,164.0,19.54
52211,ROME ,2021,"A, Site 20",34.3275,-85.1395,599,1737,5.18,1737,169.8,207.0,122.0,123.6,15.07
52212,ROME ,2021,"A, Site 21",34.3315,-85.1435,381,1105,5.42,1072,198.4,137.2,93.1,124.0,8.40
52213,ROME ,2021,"A, Site 22",34.3311,-85.14299,516,1496,5.57,1753,187.5,240.3,98.0,91.1,5.20
52214,ROME ,2021,"A, Site 23",34.3307,-85.1424,505,1465,5.07,1035,246.7,111.2,112.7,122.0,8.48
52215,ROME ,2021,"A, Site 24",34.3302,-85.1419,449,1302,5.69,1687,96.7,192.1,97.3,84.3,6.33
52216,ROME ,2021,"A, Site 25",34.3298,-85.1415,505,1465,5.76,1955,130.7,216.6,114.7,64.9,7.74
52217,ROME ,2021,"A, Site 26",34.3294,-85.1409,506,1467,5.83,1935,112.1,223.8,110.2,64.9,6.83
52218,ROME ,2021,"A, Site 27",34.3291,-85.1405,513,1488,5.64,1827,170.9,200.6,123.2,123.6,10.43
52219,ROME ,2021,"A, Site 28",34.3287,-85.1399,478,1386,5.32,1316,140.2,138.6,102.4,116.1,10.95
52220,ROME ,2021,"A, Site 29",34.3283,-85.1394,532,1543,5.47,1891,125.8,189.5,104.1,207.1,18.00
52221,ROME ,2021,"A, Site 30",34.3279,-85.139,600,1740,5.42,2157,136.6,240.5,141.6,147.0,13.87
52222,ROME ,2021,"A, Site 31",34.33187,-85.143,396,1148,5.64,1272,379.4,145.2,91.1,126.2,7.78
52223,ROME ,2021,"A, Site 32",34.3314,-85.14248,408,1183,5.60,1341,180.5,176.7,81.8,156.8,11.27
52224,ROME ,2021,"A, Site 33",34.331,-85.142,422,1224,5.33,1439,127.1,137.5,110.6,171.0,13.73
52225,ROME ,2021,"A, Site 34",34.3307,-85.1415,452,1311,5.86,1965,97.0,249.1,105.3,196.8,12.22
52226,ROME ,2021,"A, Site 35",34.3303,-85.1409,344,998,6.05,1567,120.1,225.1,85.1,169.0,8.35
52227,ROME ,2021,"A, Site 36",34.3299,-85.1405,438,1270,5.78,1953,85.3,193.9,106.5,177.2,13.24
52228,ROME ,2021,"A, Site 37",34.3295,-85.1399,499,1447,5.02,1137,84.9,117.5,130.0,92.6,7.82
52229,ROME ,2021,"A, Site 38",34.3291,-85.1394,449,1302,5.30,1591,86.0,155.6,103.4,106.4,9.73
52230,ROME ,2021,"A, Site 39",34.3287,-85.139,544,1578,5.31,1872,99.2,172.8,156.5,214.5,19.05
52231,ROME ,2021,"A, Site 40",34.3283,-85.1385,594,1723,5.32,2351,133.1,219.5,136.4,179.2,19.02
52232,ROME ,2021,"A, Site 41",34.3279,-85.138,502,1456,5.75,2410,187.9,333.6,97.0,114.6,6.28
52233,ROME ,2021,"A, Site 42",34.3322,-85.1425,371,1076,5.66,1556,289.0,200.0,89.3,116.6,5.20
52234,ROME ,2021,"A, Site 43",34.3319,-85.142,382,1108,6.04,1731,77.1,214.8,79.6,160.1,10.01
52235,ROME ,2021,"A, Site 44",34.3314,-85.1415,377,1093,5.91,1851,101.9,273.5,90.8,195.4,12.04
52236,ROME ,2021,"A, Site 45",34.33109,-85.141,345,1001,5.64,1437,47.3,135.8,79.7,168.5,12.24
52237,ROME ,2021,"A, Site 46",34.3307,-85.1405,416,1206,5.78,1764,59.7,196.3,97.9,186.1,12.69
52238,ROME ,2021,"A, Site 47",34.3303,-85.14,473,1372,5.90,2241,435.4,394.2,87.2,190.4,9.81
52239,ROME ,2021,"A, Site 48",34.3299,-85.1395,648,1879,5.42,1913,160.6,233.9,132.1,219.8,16.84
52240,ROME ,2021,"A, Site 49",34.3295,-85.139,500,1450,5.54,1710,182.1,222.0,91.8,222.4,14.07
52241,ROME ,2021,"A, Site 50",34.3291,-85.1385,550,1595,5.71,2151,159.3,317.1,107.4,154.0,11.20
52242,ROME ,2021,"A, Site 51",34.3287,-85.138,636,1844,5.34,1825,243.8,219.0,124.1,121.2,10.17
52243,ROME ,2021,"A, Site 52",34.3284,-85.1375,545,1581,5.71,2211,399.8,344.0,102.2,131.3,6.10
52244,ROME ,2021,"B, Site 1",34.3306,-85.1444,465,1349,5.64,1610,586.2,177.7,89.0,74.1,3.54
52245,ROME ,2021,"B, Site 2",34.3302,-85.1439,572,1659,5.72,2203,520.9,300.3,96.5,112.9,7.55
52246,ROME ,2021,"B, Site 3",34.3298,-85.1434,745,2161,5.47,2278,452.5,359.3,165.2,151.8,10.79
52247,ROME ,2021,"B, Site 4",34.3294,-85.14296,590,1711,5.48,1949,191.0,241.0,165.9,133.9,10.78
52248,ROME ,2021,"B, Site 5",34.3291,-85.1424,523,1517,5.72,2279,205.3,320.5,96.4,209.2,12.60
52249,ROME ,2021,"B, Site 6",34.3287,-85.14189,525,1523,5.54,2068,82.7,196.8,117.3,158.8,10.76
52250,ROME ,2021,"B, Site 7",34.3283,-85.14139,624,1810,5.26,1897,98.7,188.9,129.4,136.1,13.13
52251,ROME ,2021,"B, Site 8",34.3279,-85.1409,692,2007,5.11,1622,150.6,145.5,148.9,181.7,17.89
52252,ROME ,2021,"B, Site 9",34.3275,-85.1405,539,1563,5.41,2047,84.5,181.0,108.7,161.2,12.80
52253,ROME ,2021,"B, Site 10",34.3271,-85.1399,557,1615,5.10,1164,305.8,138.2,113.8,172.6,8.74
52254,ROME ,2021,"B, Site 11",34.331,-85.1439,468,1357,5.34,1535,96.8,183.4,96.2,123.2,11.91
52255,ROME ,2021,"B, Site 12",34.3306,-85.1434,633,1836,5.31,1784,168.6,205.5,116.1,103.8,7.76
52256,ROME ,2021,"B, Site 13",34.3302,-85.1429,609,1766,5.34,1965,164.4,197.1,103.2,163.6,15.53
52257,ROME ,2021,"B, Site 14",34.32988,-85.1424,451,1308,5.37,1271,207.1,145.6,75.8,104.9,9.15
52258,ROME ,2021,"B, Site 15",34.3295,-85.1419,530,1537,5.28,1423,277.0,139.6,82.5,160.8,11.18
52259,ROME ,2021,"B, Site 16",34.329,-85.1415,556,1612,4.95,1087,113.8,145.7,97.0,162.2,12.75
52260,ROME ,2021,"B, Site 17",34.3286,-85.1409,398,1154,5.23,1119,129.9,122.7,66.5,224.1,19.35
52261,ROME ,2021,"B, Site 18",34.3283,-85.1404,593,1720,5.20,1507,117.7,144.9,125.9,172.9,20.38
52262,ROME ,2021,"B, Site 19",34.3279,-85.14,580,1682,5.33,1957,133.6,184.6,121.3,198.4,23.66
52263,ROME ,2021,"B, Site 20",34.3275,-85.1395,693,2010,5.20,1966,88.7,177.7,121.2,154.5,17.58
52264,ROME ,2021,"B, Site 21",34.3315,-85.1435,425,1233,5.41,1323,184.4,162.9,89.0,203.8,12.41
52265,ROME ,2021,"B, Site 22",34.3311,-85.14299,623,1807,5.18,1404,358.9,187.9,112.6,127.3,6.82
52266,ROME ,2021,"B, Site 23",34.3307,-85.1424,479,1389,5.48,1430,237.7,137.3,111.5,85.4,5.94
52267,ROME ,2021,"B, Site 24",34.3302,-85.1419,522,1514,5.73,1903,131.4,228.8,106.4,113.9,8.76
52268,ROME ,2021,"B, Site 25",34.3298,-85.1415,539,1563,6.02,2284,160.6,306.6,107.2,108.9,9.32
52269,ROME ,2021,"B, Site 26",34.3294,-85.1409,555,1610,5.73,2028,122.7,256.3,117.6,105.4,8.30
52270,ROME ,2021,"B, Site 27",34.3291,-85.1405,513,1488,5.61,1819,137.2,194.7,123.0,105.3,9.17
52271,ROME ,2021,"B, Site 28",34.3287,-85.1399,505,1465,5.43,1542,119.4,167.2,94.2,135.3,13.21
52272,ROME ,2021,"B, Site 29",34.3283,-85.1394,556,1612,5.09,1400,102.5,160.1,91.7,191.2,14.37
52273,ROME ,2021,"B, Site 30",34.3279,-85.139,688,1995,5.53,2456,135.8,231.1,137.0,167.2,15.43
52274,ROME ,2021,"B, Site 31",34.33187,-85.143,532,1543,6.08,2078,532.8,294.3,101.0,194.3,10.32
52275,ROME ,2021,"B, Site 32",34.3314,-85.14248,495,1436,5.60,1543,162.5,198.7,98.6,189.6,16.61
52276,ROME ,2021,"B, Site 33",34.331,-85.142,454,1317,6.25,2077,298.9,320.8,96.8,187.2,10.62
52277,ROME ,2021,"B, Site 34",34.3307,-85.1415,496,1438,5.68,1676,185.2,217.8,91.9,193.0,12.45
52278,ROME ,2021,"B, Site 35",34.3303,-85.1409,413,1198,6.02,1744,94.0,247.7,81.9,191.7,11.15
52279,ROME ,2021,"B, Site 36",34.3299,-85.1405,422,1224,5.23,1021,82.7,108.6,93.4,73.4,7.17
52280,ROME ,2021,"B, Site 37",34.3295,-85.1399,534,1549,5.49,1570,237.3,183.7,124.6,133.7,11.68
52281,ROME ,2021,"B, Site 38",34.3291,-85.1394,536,1554,5.53,1718,81.1,159.9,98.5,126.1,12.02
52282,ROME ,2021,"B, Site 39",34.3287,-85.139,669,1940,5.16,1649,154.3,206.0,154.8,226.6,20.58
52283,ROME ,2021,"B, Site 40",34.3283,-85.1385,715,2074,5.47,2582,119.5,242.1,141.8,248.0,26.22
52284,ROME ,2021,"B, Site 41",34.3279,-85.138,569,1650,5.60,2113,250.6,273.4,100.6,95.1,6.87
52285,ROME ,2021,"B, Site 42",34.3322,-85.1425,440,1276,5.69,1350,215.9,186.6,92.1,58.1,3.79
52286,ROME ,2021,"B, Site 43",34.3319,-85.142,414,1201,5.51,1209,146.4,155.8,82.9,172.0,9.80
52287,ROME ,2021,"B, Site 44",34.3314,-85.1415,434,1259,5.90,1644,92.4,218.0,102.6,172.4,10.54
52288,ROME ,2021,"B, Site 45",34.33109,-85.141,422,1224,5.46,1412,73.5,179.1,95.9,229.7,16.92
52289,ROME ,2021,"B, Site 46",34.3307,-85.1405,485,1407,5.68,1813,96.6,217.5,118.3,284.5,19.47
52290,ROME ,2021,"B, Site 47",34.3303,-85.14,614,1781,5.51,1871,258.1,193.6,122.4,196.0,12.99
52291,ROME ,2021,"B, Site 48",34.3299,-85.1395,537,1557,5.64,1793,331.0,217.4,119.6,282.7,16.48
52292,ROME ,2021,"B, Site 49",34.3295,-85.139,586,1699,5.40,1848,177.3,226.8,132.2,238.7,18.70
52293,ROME ,2021,"B, Site 50",34.3291,-85.1385,593,1720,5.70,2197,202.0,287.2,131.3,167.5,13.11
52294,ROME ,2021,"B, Site 51",34.3287,-85.138,645,1871,5.64,2378,367.4,224.6,106.7,199.2,14.77
52295,ROME ,2021,"B, Site 52",34.3284,-85.1375,608,1763,5.87,2119,399.2,334.6,110.2,107.8,6.68
37153,Midville ,2021,"0-4, Site 1",32.89025,-82.21466,285,827,5.82,1001.0,111.7,87.40,21.25,13.24,1.59
37154,Midville ,2021,"0-4, Site 2",32.8898,-82.215,227,645,5.46,648.7,74.6,53.60,14.25,17.83,2.80
37155,Midville ,2021,"0-4, Site 3",32.8893,-82.2154,223,630,4.73,331.9,56.0,24.54,13.26,31.63,3.99
37156,Midville ,2021,"0-4, Site 4",32.8889,-82.2159,206,568,5.37,631.9,65.4,40.32,14.22,32.36,6.07
37157,Midville ,2021,"0-4, Site 5",32.8885,-82.2163,201,550,5.40,620.7,53.4,33.92,11.76,17.01,4.48
37158,Midville ,2021,"0-4, Site 6",32.888,-82.2167,224,634,5.04,428.8,41.5,21.69,13.02,32.82,3.08
37159,Midville ,2021,"0-4, Site 7",32.8876,-82.2171,205,564,4.89,376.6,54.5,40.15,10.82,68.68,5.43
37160,Midville ,2021,"0-4, Site 8",32.8871,-82.2175,314,911,5.71,1308.9,167.3,220.44,24.40,49.60,12.45
37161,Midville ,2021,"0-4, Site 9",32.8899,-82.2141,219,616,6.09,954.8,73.1,66.16,23.40,16.88,1.05
37162,Midville ,2021,"0-4, Site 10",32.8895,-82.2145,186,495,5.51,690.6,69.4,27.76,15.23,20.18,4.53
37163,Midville ,2021,"0-4, Site 11",32.889,-82.215,172,443,5.88,957.5,54.0,46.63,13.06,82.96,8.68
37164,Midville ,2021,"0-4, Site 12",32.8886,-82.2153,179,469,6.06,848.3,64.1,38.71,9.69,47.81,5.44
37165,Midville ,2021,"0-4, Site 13",32.8881,-82.2158,195,528,5.77,862.8,59.1,49.98,10.39,42.19,6.21
37166,Midville ,2021,"0-4, Site 14",32.8876,-82.2162,251,728,5.29,898.1,65.8,43.27,17.18,61.49,5.86
